pick_order,scene_token,name,part,location,vehicle,num_samples,anchor_for,night,rain,construction,busy,description,th_barrier,th_bicycle,th_bus,th_car,th_const_veh,th_motorcycle,th_pedestrian,th_traffic_cone,th_trailer,th_truck,vx_drive_surf,vx_other_flat,vx_sidewalk,vx_terrain,vx_manmade,vx_vegetation
224,078e6d7a3d4a429bba404bf12c7a98f2,scene-0768,8,boston-seaport,n008,41,,False,False,True,False,Parked cars; truck overtaking us; peds on sidewalk; bus; turck; construction vehicle; bicycle rack; bicycle; truck,0,22,41,962,28,0,46,0,25,63,313874,5255,182227,51927,477253,417466
225,4efde86424ea4088a43faeb5158ceabf,scene-0468,5,boston-seaport,n008,41,,False,True,True,False,Rain; wait at intersection; flipped cone; truck,530,0,0,241,41,0,42,152,0,41,127088,31780,62468,10787,207271,167438
226,095d9b93b583425f910ae2afaf1d017d,scene-0049,1,singapore-onenorth,n015,39,,False,False,True,False,Construction; barriers behind net; parked trucks; excavators; turn left,896,11,0,162,65,0,182,53,0,106,781076,2048,49723,779810,329382,919495
227,797700339b014fb6aa61c1ea3778d587,scene-1022,10,singapore-queenstown,n015,40,,True,False,False,False,Night; bus; bump; scooter; peds; very dark; lights,0,34,69,196,0,0,258,0,0,0,536504,0,130320,551832,419207,664290
228,6308d6d934074a028fc3145eedf3e65f,scene-0293,3,boston-seaport,n008,40,,False,False,True,False,Construction; parked cars,1390,0,21,293,52,0,414,1170,19,172,384318,7088,44615,154878,647827,0
229,17302a41218442ffbb0b094adb0669ab,scene-0371,4,singapore-onenorth,n015,40,,False,False,False,False,Peds; parked bus; oncoming scooter; parked bicycles; parked trucks; buses; wait at intersection,0,52,73,84,0,11,133,0,0,108,272401,9537,107168,159517,444222,216552
230,9056ac9944e846109b00e31cc96259cb,scene-0654,6,boston-seaport,n008,40,,False,False,False,False,Turn right; crane; policemen on road; parked cars,1348,0,0,766,65,37,176,47,118,329,484386,61,154960,293023,242899,834935
231,97ba0e14805b42f292db7f06b6d1121b,scene-0456,5,boston-seaport,n008,41,,False,True,False,False,Rain; parking lot; bicycle rack; turn right; crane,0,20,0,1178,36,36,172,25,39,351,349789,0,98882,40488,447063,566125
232,34ca95580d2d4c45a68b471d5afb3e27,scene-0792,8,singapore-queenstown,n015,40,,False,False,False,False,Ped on sidewalk; peds; parked bicycle; stopped double decker bus,16,9,29,388,14,0,264,0,0,32,751915,6253,122652,394128,460569,445669
233,5a2aac9df32945d183fc81924ff148b6,scene-0961,9,singapore-onenorth,n015,41,,False,False,True,False,Construction workers; barriers; construction vehicle; parked car; turn right; parked scooter,375,0,0,87,82,23,158,0,0,82,481831,58098,167856,424504,230160,1462939
234,53c92676ef334011bd4689494ac11fa0,scene-0202,2,boston-seaport,n008,39,,False,False,False,False,Parked cars; jaywalker; peds; parked bicycle,279,38,18,487,0,0,378,0,0,154,491602,22325,159026,329738,169950,949888
235,66be189398d74681a8b8db4b7dd52259,scene-0670,7,boston-seaport,n008,41,,False,False,False,False,Wait at intersection; heavy truck; personal mobility device; bus; ped crossing crosswalk,0,0,41,444,0,0,80,0,41,100,139498,12779,70377,68917,135920,189934
236,de943e246dad4ad686de98008a634ecf,scene-0019,1,singapore-onenorth,n015,40,,False,False,False,False,Turn left; waiting peds; turn left,1148,0,26,90,40,21,849,329,0,16,400251,3741,189086,199361,540677,555971
237,19f47b8941094af29b8db20b255717fc,scene-0242,3,boston-seaport,n008,40,,False,False,False,False,Heavy vehs; waiting at intersection for red light; cyclist,594,40,9,705,0,0,208,41,115,168,138531,6003,38344,85374,127462,486725
238,e5514b8f435e475cac4eba74b44773b5,scene-1106,10,singapore-hollandvillage,n015,40,,True,True,False,False,Night; rain; high speed; scooter; bus stop; low traffic; bus,6,0,9,155,7,5,0,0,0,0,468076,15,147843,96449,197824,745053
239,7937f7d56b5444fd8c55052460e23807,scene-0820,8,boston-seaport,n008,40,,False,True,False,False,Rain; Cross intersection; cross intersection; parking lots; peds on sidewalk; low traffic density; parked cars,93,0,0,544,12,0,23,12,335,290,402979,0,100535,123612,424314,468387
240,e083627747d8499a8c4e94c7abf941e2,scene-0895,9,boston-seaport,n008,41,,False,True,True,False,Rain; parked cars; cones; peds; car leaving parking garage; cross intersection; construction site; construction vehicle; barrier,12,0,0,615,29,0,318,226,0,107,400074,0,213283,114400,547980,128170
241,8383c0b1422b46ad90e2a64ff3e91fcf,scene-0979,9,singapore-onenorth,n015,40,,False,False,False,False,Many peds; motorcycle; cars; cross intersection; car overtaking us; parked bicycle,494,21,40,243,0,15,135,11,0,33,499886,329,160000,471990,184784,1176576
242,c949ec2cca7047bdb67dce64b6c3586a,scene-1078,10,singapore-hollandvillage,n015,40,,True,False,False,False,Night; big street; high speed; scooters; bus; lane change,29,0,21,324,10,5,0,0,0,0,495846,14381,139583,96944,247530,755818
243,566311b8201e416f9f99463656dcadce,scene-0348,4,singapore-onenorth,n015,40,,False,False,False,False,Turn right; bus; peds; narrow street,42,40,22,359,0,0,350,67,0,50,497916,4171,160610,397390,473815,401992
244,1ec0b9bc3eca4b76b2610c519f843762,scene-0500,5,boston-seaport,n008,40,,False,False,False,False,Left turn; large truck turns right; parked vehicles; parking lot; peds,591,27,0,1503,0,119,432,118,20,418,424649,6643,270786,6408,438264,280922
245,68fc5e3698a544d1bdf5847b88ad77d4,scene-0849,8,singapore-queenstown,n015,40,,False,False,True,False,Cars; cross intersection; peds on sidewalk; barriers; cars overtaking us,65,0,21,203,0,0,130,40,0,0,650431,26300,180685,223498,438608,782897
246,b829278aae2747959f2a95423455bbcb,scene-0597,6,boston-seaport,n008,40,,False,True,False,False,Rain; parked cars; peds and children; parked truck,0,32,61,1052,0,9,147,36,40,93,403631,1524,238853,15241,544779,404748
247,dc8302cfccdb4812a0a4a60dde595e18,scene-0764,7,boston-seaport,n008,40,,False,False,True,False,Bicycle; parked cars; parked trucks; follow bicycle; construction vehicle; ped; animal; containers; parking lot,799,49,6,279,77,0,40,0,111,248,364302,0,27066,301406,282721,185103
248,b09162caded44198b149b4bce3558056,scene-0865,8,singapore-queenstown,n015,41,,False,False,False,False,Many peds; parking lot; parked bicycle; bus; parked motorcycles; turn right; cross intersection; stopped truck; people on truck,0,0,41,502,0,25,394,0,0,43,538051,299,176870,557108,250691,767042
249,2ba06ef7b3b44cbfad6d771981d86af9,scene-0236,3,boston-seaport,n008,40,,False,False,False,True,Peds; congestion; parked cars,0,12,24,605,0,24,2599,41,9,103,442427,0,243559,2199,669609,108919
250,d0880a386b6d434bb5cd13c134af7a3e,scene-0023,1,singapore-onenorth,n015,40,,False,False,False,False,Overtake parked car; bus turning; motorcycle,40,43,27,63,39,17,293,19,0,0,196393,0,116391,486503,370236,405607
251,c59fe8015e3743329ec907bc29c93124,scene-0501,5,boston-seaport,n008,39,,False,False,False,False,Parked vehicles; right bend; parked truck; jaywalkers; sitting peds,334,79,0,337,0,0,460,61,0,31,266627,91037,204046,43922,762807,64614
252,fe3aa64e4339456186c38c6308f5fb1a,scene-0708,7,boston-seaport,n008,40,,False,False,True,False,Parked cars; peds on sidewalk; cones; ped on sidewalk; arrive at intersection; cross intersection,169,21,0,856,0,0,224,165,40,8,408033,49662,195132,444,258684,201693
253,270fe8382f884386b3445143fa946200,scene-1011,10,singapore-queenstown,n015,40,,True,False,False,False,Night; bus; parked cars; peds,0,0,77,33,0,0,143,143,0,0,366407,8163,56450,143006,570825,725881
254,214008f81b8b4b509c730f0c13e9491f,scene-0714,7,boston-seaport,n008,41,,False,False,False,False,Wait at intersection; bridge; jaywalkers; peds on sidewalk; peds crossing crosswalk,328,0,0,636,0,0,1631,118,0,41,173744,0,53586,0,356400,141114
255,4bcb814456f044919bc052c208dbebc5,scene-0644,6,boston-seaport,n008,40,,False,True,True,False,Rain; parked cars; parking lot; ped; parked truck; construction vehicle; sign trailer,11,0,0,826,73,0,38,26,53,123,293022,6808,154185,40760,247285,134762
256,a1ca2ba59ac9452fb3da60019bf32c71,scene-0120,2,singapore-onenorth,n015,40,,False,False,False,False,Parked motorcycles; parking lot; wait at intersection; truck; ped very close to ego-vehicle,0,33,27,1116,0,134,189,150,0,32,337687,2637,39697,122553,759506,153936
257,567fcd99d0dc4fa088f52b047f4ebdcf,scene-1083,10,singapore-hollandvillage,n015,40,,True,False,False,False,Night; big street; bus; scooter; turn right,0,0,120,570,0,20,219,0,0,0,387581,2314,50094,115711,344802,483930
258,453453c849304ad69741891946d46453,scene-0467,5,boston-seaport,n008,40,,False,True,True,False,Rain; wait at intersection; flipped cone; construction; digger; ped,280,0,8,283,40,0,26,723,0,40,64989,9264,36880,0,197869,126950
259,ed97ee6a3b444ba7800641baab057556,scene-0391,4,boston-seaport,n008,40,,False,False,False,False,Go straight; two bicycles; turn right; two bendy busses,8,48,76,569,57,0,117,71,189,571,494763,0,125912,43036,299576,146785
260,6f5133fe62b240e797bac25aeff8b531,scene-0005,1,singapore-onenorth,n015,39,,False,False,True,False,Overtaken by taxi; construction site,353,0,39,145,63,0,130,358,0,17,287040,6267,64105,222573,191212,657083
261,724957e51f464a9aa64a16458443786d,scene-0238,3,boston-seaport,n008,40,,False,False,False,False,Many peds; ped with pet; stopped bicycle; truck; cross intersection; car makes a u-turn; lane changing; peds crossing crosswalk; parked bicycle,0,110,0,754,0,19,1657,5,40,80,246934,0,114004,4869,593787,18566
262,9c83e438973e4824853e6a38928ca4ff,scene-0429,5,singapore-queenstown,n015,40,,False,False,False,False,Half-open parking garage; parked scooters; oncoming scooter; parked car; peds; barricade,133,4,0,627,20,86,44,12,0,36,530416,4516,198977,338926,786545,762367
263,f13bd38bf9b64d579a63d4e7d750f592,scene-0364,4,singapore-onenorth,n015,40,,False,False,False,False,Followed by scooter; peds; bus stop; parked trucks; bus stop; parked bicycles; bicyclist,0,105,17,313,0,94,136,47,0,120,331690,276,91119,91970,562004,278812
264,52fa2df7fde34bd58ee30cff02b73f51,scene-0727,7,boston-seaport,n008,40,,False,False,True,False,Wait at intersection; peds on sidewalks; parked cars; cones; peds crossing crosswalk,254,40,0,1852,0,0,444,405,0,99,242010,0,66166,0,260832,4085
265,dcdea563c77544bb887de11d87619d3c,scene-0888,8,boston-seaport,n008,40,,False,True,True,False,Rain; peds; truck; cones; parked cars; turn right; parking lot; animal,27,0,0,969,0,0,197,105,9,475,244053,26738,176684,64529,348222,311662
266,5d5506d750cc41d8bd33840d5350d7ad,scene-0864,8,singapore-queenstown,n015,41,,False,False,True,False,Car passing by; parking lot; cones; bus passing by; many peds; parked truck,0,0,44,376,0,0,222,172,0,9,532612,1717,222588,600062,304997,464805
267,9a0d2af517ff44f587c93254ee657215,scene-0303,3,boston-seaport,n008,40,,False,False,True,False,Cross intersection; construction; large group of cones,1356,0,40,141,18,0,222,879,0,141,387471,16989,32532,21574,875466,36
268,b0c4f9a7680142d8add66f69e5f20ecb,scene-0454,5,boston-seaport,n008,40,,False,True,False,False,Rain; turn left; bike rack; parking lot,0,0,30,1362,25,9,277,43,42,113,257075,0,135481,119070,603593,361189
269,7ed1b613f0ee47ceaf6d19ca3947f825,scene-1109,10,singapore-hollandvillage,n015,39,,True,True,False,False,Night; rain; bus; lightning,0,0,39,383,0,0,117,0,0,0,269649,3577,42210,27227,281283,484204
